user_id,recipe_id,rating
9869,34233,5
55380,34233,4
64682,34233,5
106867,34233,5
88099,34233,5
147109,34233,5
124249,34233,5
186071,34233,5
225903,34233,5
226989,34233,5
302094,34233,5
374520,34233,5
412847,34233,5
289319,34233,4
478451,34233,5
56003,34233,4
704950,34233,5
153188,34233,5
174096,34233,5
133174,34233,4
844554,34233,5
650373,34233,4
382123,34233,5
719083,34233,5
526666,34233,5
315055,34233,3
534554,34233,5
333017,34233,4
140132,34233,5
34025,34233,5
452940,34233,0
471300,34233,5
57222,34233,4
1415433,34233,5
1042494,34233,5
906665,34233,5
1060667,34233,4
376986,34233,3
363055,227257,5
124416,169916,5
237123,169916,5
230102,169916,5
121185,169916,5
29782,169916,5
217867,169916,5
83093,169916,5
136465,169916,5
254909,169916,5
122877,169916,5
329638,169916,5
206722,169916,5
324677,169916,5
164182,169916,5
512309,169916,5
726534,169916,3
192264,169916,5
394077,169916,5
447165,169916,5
165933,169916,5
876090,169916,5
160974,169916,5
178427,169916,5
25941,169916,5
403729,169916,5
1133190,169916,5
539686,169916,5
808063,169916,4
1122988,169916,5
277462,169916,5
22724,53594,5
53378,53594,5
42586,53594,5
15851,53594,5
79737,53594,5
110135,53594,5
58892,53594,5
135887,53594,5
122235,53594,4
113117,53594,5
422893,53594,5
65573,53594,4
193516,53594,5
236170,53594,5
451301,53594,5
464327,53594,5
452940,53594,4
373495,53594,5
319943,53594,5
59163,53594,5
400708,53594,5
789516,53594,4
330545,53594,5
126440,53594,5
559283,53594,5
718620,53594,5
424680,53594,5
204024,53594,5
140132,53594,5
786065,53594,5
768828,53594,5
534554,53594,5
512461,53594,5
494867,53594,5
407007,53594,5
461834,53594,5
57256,50022,5
86512,50022,5
30080,50022,5
67270,50022,5
8688,50022,5
1535,50022,5
65936,50022,5
102299,50022,5
137302,50022,4
146047,50022,5
168087,50022,5
148715,50022,5
185684,50022,4
185142,50022,5
173579,50022,5
386849,50022,5
74342,50022,4
169166,50022,5
520150,50022,5
113894,50022,5
64683,50022,5
632249,50022,5
552613,50022,4
394077,50022,5
720912,50022,5
32058,50022,5
232532,50022,5
774665,50022,5
35106,50022,3
399657,50022,5
218535,50022,3
117221,50022,5
260911,50022,5
373495,50022,5
644191,50022,5
481092,50022,4
647466,50022,5
437587,50022,5
315055,50022,5
666947,50022,5
578914,50022,5
937635,50022,5
348402,50022,5
54697,232055,5
363055,232055,5
53932,232055,5
774665,232055,5
442070,232055,5
874900,232055,5
366914,232055,5
256021,232055,5
427184,232055,5
333017,232055,5
231057,232055,5
211577,232055,5
1187622,232055,5
978876,232055,5
440324,232055,5
745868,232055,5
185926,232055,5
742029,232055,5
1072593,232055,5
19540,89503,5
91392,89503,5
108843,89503,5
148221,89503,5
185726,89503,0
58407,89503,5
169969,89503,5
51011,89503,5
81611,89503,5
50969,89503,4
168087,89503,3
185105,89503,5
37036,89503,5
28729,89503,5
220403,89503,5
308765,89503,3
186802,89503,5
173880,89503,5
430471,89503,5
65720,89503,5
243711,89503,4
407812,89503,5
422609,89503,4
440047,89503,2
407007,89503,5
323545,89503,4
131021,89503,4
586291,89503,5
175124,89503,5
180090,89503,4
573544,89503,4
490142,89503,5
593159,89503,3
357323,89503,5
348437,89503,5
173579,89503,5
157425,89503,5
879716,89503,5
125388,89503,5
501778,89503,4
1298077,89503,5
407088,89503,5
126440,89503,5
135566,89503,3
738454,89503,5
265954,89503,3
37229,3579,4
152393,3579,5
19166,3579,5
128473,3579,5
352814,3579,5
201584,3579,5
156034,3579,5
933008,3579,5
8688,3579,5
709541,3579,5
620763,3579,0
177933,3579,5
462997,3579,5
1052873,3579,5
383346,3579,5
394077,3579,5
160974,119804,5
209441,119804,5
133174,119804,5
129652,119804,4
100185,119804,5
168462,119804,5
50151,119804,5
33159,119804,5
269891,119804,5
241140,119804,5
323389,119804,4
260911,119804,5
49542,119804,5
314825,119804,4
141293,119804,5
57222,119804,4
195750,119804,5
57101,119804,5
91392,119804,5
60992,119804,5
137911,119804,5
169430,119804,5
354675,119804,5
382071,119804,4
226066,119804,5
546012,119804,5
441981,119804,5
394077,119804,5
628076,119804,5
457907,119804,5
444132,119804,5
158086,119804,5
298981,119804,5
470351,119804,5
531310,119804,5
111291,119804,5
363055,119804,5
717221,119804,5
666681,119804,5
1179225,119804,5
32772,119804,5
189616,61800,5
178504,61800,5
52282,61800,5
20371,61800,5
10033,61800,5
148068,61800,5
68460,61800,5
98016,61800,5
229850,61800,5
294255,61800,5
270514,61800,4
39301,61800,5
55578,61800,2
155943,61800,5
464080,61800,5
496803,61800,5
346860,61800,4
283474,61800,5
140132,61800,4
333017,61800,5
158086,61800,5
1445414,61800,5
1239906,61800,5
663997,61800,5
126440,61800,5
1581225,61800,5
1802849661,61800,5
60989,30081,5
86627,30081,5
64682,30081,5
29063,30081,4
31232,30081,5
95502,30081,5
98919,30081,5
125773,30081,5
125677,30081,3
134624,30081,5
46660,30081,5
58038,30081,4
111342,30081,5
64625,30081,4
5060,30081,2
39835,30081,3
107334,30081,4
284922,30081,5
208455,30081,5
158086,30081,5
246936,30081,5
344087,30081,4
278578,30081,5
628127,449452,4
53932,30081,4
302094,30081,4
185293,30081,5
125388,30081,4
358796,30081,3
307214,30081,5
57222,30081,4
176843,30081,5
129992,30081,4
236170,30081,4
227652,30081,5
331557,30081,3
49168,30081,5
137911,30081,5
295741,30081,3
221044,30081,4
180898,30081,4
250238,30081,4
242809,30081,5
270514,30081,4
465659,30081,4
457907,30081,5
539990,30081,5
350750,37413,5
497077,30081,5
241140,30081,5
312577,30081,5
311566,30081,5
651269,30081,5
555701,30081,4
180090,30081,5
286851,30081,4
185285,30081,5
604324,30081,5
231612,30081,4
399474,30081,4
740247,30081,5
358095,30081,4
176615,30081,5
252570,30081,3
191533,30081,5
383853,30081,4
837451,30081,5
601528,30081,5
409184,30081,4
470351,30081,5
709541,30081,5
251626,30081,4
256795,30081,4
440324,30081,5
477411,30081,5
572152,30081,5
170628,30081,5
185926,30081,4
303446,30081,4
992845,30081,5
544754,30081,5
625696,30081,4
607820,30081,5
593726,30081,5
13483,30081,5
579298,30081,4
350750,30081,5
1331434,30081,4
637486,30081,5
140132,30081,5
1230562,30081,4
1244621,30081,4
1329782,30081,0
790231,30081,4
269331,30081,5
736607,30081,5
847160,30081,3
663997,30081,5
76951,30081,5
118840,30081,5
1019163,30081,4
145352,30081,5
305869,30081,5
655199,30081,4
546010,30081,5
978876,30081,4
119552,30081,5
337963,30081,5
126440,30081,5
502302,30081,5
232673,30081,4
285039,30081,4
199020,30081,5
1458727,30081,0
888081,30081,3
1072593,30081,5
839492,30081,4
847160,79944,3
28846,26110,5
20371,26110,5
28649,26110,5
13063,26110,5
107651,26110,4
35965,26110,5
8688,26110,5
28346,26110,5
5060,26110,5
60694,26110,5
62043,26110,0
35526,26110,5
91867,26110,3
29212,26110,5
60260,26110,4
39835,26110,4
52543,26110,5
58413,26110,5
115525,26110,5
134624,26110,5
123897,26110,5
26075,26110,5
62191,26110,5
89240,26110,5
35701,26110,5
56087,26110,5
130663,26110,5
95743,26110,5
167225,26110,5
176615,26110,5
78213,26110,5
302094,26110,5
222433,26110,5
188837,26110,5
335606,26110,5
268272,26110,5
402559,26110,5
97579,26110,5
120121,26110,5
128473,26110,5
316194,26110,4
196038,26110,4
148715,26110,5
461834,26110,5
95241,26110,5
394617,26110,2
280166,26110,5
163986,26110,5
469831,26110,5
579228,26110,5
169166,26110,4
125808,26110,5
400420,26110,5
129652,26110,3
491970,26110,5
173579,26110,5
262272,26110,5
64203,26110,5
56002,26110,5
481092,26110,4
314327,26110,3
132383,26110,5
250031,26110,5
51717,26110,5
945289,26110,5
256795,26110,4
216671,26110,5
552052,26110,5
194886,26110,5
674484,26110,5
324621,26110,4
532289,26110,5
353131,26110,5
48107,26110,2
600761,26110,5
366914,26110,5
486078,26110,5
47723,26110,4
209983,26110,5
485151,26110,5
47510,26110,2
126440,26110,5
780028,26110,5
870569,26110,3
1072593,26110,5
368078,26110,5
755277,26110,5
1002265,26110,5
175827,26110,0
345731,26110,5
508949,26110,4
401688,26110,4
166475,26110,4
801264,26110,4
1175362,26110,5
199697,26110,3
122877,26110,5
133933,26110,5
316809,26110,5
121985,26110,1
51109,26110,5
58836,26110,5
140132,26110,4
289328,26110,5
415934,26110,5
620763,26110,4
171790,26110,5
295741,26110,5
144490,26110,5
277462,26110,5
1133190,26110,5
142367,26110,5
1331434,26110,4
180898,26110,5
810787,26110,5
1008996,26110,0
846154,26110,4
145352,26110,0
1701315,26110,5
808027,26110,5
428885,26110,5
578353,26110,5
394077,26110,5
211577,26110,5
526666,26110,5
529278,26110,4
745868,26110,5
1179225,26110,5
199020,26110,0
428060,26110,4
119552,26110,5
344231,26110,5
1522598,26110,5
468351,26110,5
195589,26110,5
385423,26110,5
407781,26110,5
350750,26110,5
666947,26110,5
142617,26110,5
165933,26110,0
353579,26110,5
894666,26110,5
1060667,26110,5
98919,26110,5
1581225,26110,3
227652,26110,5
27381,31811,5
26278,31811,5
36128,31811,5
55578,31811,4
52543,31811,5
97895,31811,5
38717,31811,5
130447,31811,5
19198,31811,5
108843,31811,5
115178,31811,5
11176,31811,5
118268,31811,5
36944,31811,5
114243,31811,5
189616,31811,5
146552,31811,4
212417,31811,5
32143,31811,5
199657,31811,4
327600,31811,4
457661,31811,5
227652,31811,4
187373,31811,3
385678,31811,5
493002,31811,4
447165,31811,5
626995,31811,5
97780,31811,4
140132,31811,5
301487,31811,5
868637,31811,5
743849,31811,2
137838,31811,5
368277,31811,0
961542,31811,5
358698,31811,5
157102,31811,0
74904,31811,5
75497,31811,5
637486,31811,5
179133,31811,5
546010,31811,5
302486,31811,5
60650,31811,5
766961,31811,5
98919,31811,5
354295,31811,5
485109,31811,5
1802849661,31811,4
41578,84612,5
21752,84612,5
80353,84612,5
95743,84612,5
170628,84612,5
186071,84612,5
125325,84612,5
201064,84612,4
95263,84612,4
154026,84612,5
303162,84612,5
146284,84612,5
353579,84612,5
269480,84612,5
27366,84612,5
244082,84612,5
536106,84612,5
519838,84612,5
675287,84612,5
126440,84612,5
306106,84612,5
147145,84612,5
173880,84612,5
689540,84612,0
539686,84612,5
647389,84612,4
597546,84612,5
457907,227257,5
1376400,84612,5
306193,84612,5
1052827,84612,5
74904,84612,0
92641,84612,5
296050,84612,5
171683,84612,5
501778,227257,5
67656,227257,5
270514,227257,5
527607,227257,5
482812,227257,5
446143,227257,5
425105,227257,4
228458,227257,5
126435,227257,5
465911,227257,5
791416,227257,5
818109,227257,5
369264,227257,5
953275,227257,5
544074,227257,5
57222,227257,4
485773,227257,4
180090,227257,4
777453,227257,5
248647,227257,5
185926,227257,5
532289,227257,5
182809,227257,0
583349,227257,5
140008,227257,3
580861,227257,5
46545,59636,5
60989,59636,5
22973,59636,5
58038,59636,5
37868,59636,4
56181,59636,5
101823,59636,4
101034,59636,5
110135,59636,5
129577,59636,5
189475,59636,5
191809,59636,5
137231,59636,5
136369,59636,5
222055,59636,0
242484,59636,5
55380,59636,5
278113,59636,5
173314,59636,5
101732,59636,5
187281,59636,5
288143,59636,5
327938,59636,5
218535,59636,5
230557,59636,5
291306,59636,4
158966,59636,5
248023,59636,4
455539,59636,2
74281,59636,5
339260,59636,5
330545,59636,5
454804,59636,5
333545,59636,5
316717,59636,5
88099,59636,5
144373,59636,5
461834,59636,5
145352,59636,5
157425,59636,5
225853,59636,5
380466,59636,5
227607,59636,5
353131,59636,5
28649,59636,5
56003,59636,5
719083,59636,5
337963,59636,5
377581,59636,5
26512,59636,5
377039,59636,5
727055,59636,4
51011,59636,5
140132,59636,5
535633,59636,5
330505,59636,5
491095,59636,5
620763,59636,5
780028,59636,5
420166,59636,5
1579905,59636,5
704166,59636,5
1800054678,59636,5
6258,3470,4
35140,3470,5
142200,3470,5
47907,3470,5
53609,3470,5
169969,3470,5
172369,3470,5
110210,3470,5
133845,3470,5
96177,3470,2
31364,3470,5
22788,3470,5
126032,3470,5
189616,3470,5
113941,3470,5
59780,3470,5
128447,3470,5
11461,3470,5
131807,3470,5
230020,3470,4
183098,3470,0
58210,3470,4
74652,3470,3
146486,3470,5
73836,3470,5
203325,3470,3
232480,3470,5
222139,3470,5
101919,3470,5
168922,3470,5
329618,3470,4
49414,3470,4
359220,3470,5
2310,3470,4
173314,3470,5
286851,3470,4
366487,3470,3
37779,3470,5
195589,3470,5
111291,3470,5
482376,3470,5
74281,3470,4
229524,3470,5
283483,3470,5
457829,3470,5
169712,3470,4
423494,3470,4
380466,3470,5
97780,3470,4
360437,3470,5
29667,3470,5
140132,3470,5
26313,3470,4
39301,3470,5
486718,3470,5
489552,3470,5
173306,3470,4
137050,3470,5
184723,3470,5
226462,3470,5
411567,3470,5
497077,3470,5
202865,3470,5
204124,3470,5
844444,3470,5
579298,3470,5
34025,3470,5
229605,3470,4
403729,3470,5
158086,3470,5
847160,3470,4
371738,3470,4
22655,3470,5
106105,3470,1
55882,3470,3
188204,3470,5
743849,3470,5
189475,3470,5
125808,3470,5
451055,3470,5
651379,3470,5
956843,3470,5
49304,3470,5
808027,3470,5
830551,3470,5
177085,3470,5
621626,3470,5
192849,3470,5
987941,3470,5
67243,3470,5
218535,3470,5
768828,3470,0
598340,3470,4
534554,3470,5
145338,3470,5
991523,3470,5
173579,3470,5
212497,3470,5
191533,3470,2
131021,3470,5
241882,3470,5
583193,3470,5
456858,3470,5
297913,3470,4
1052873,3470,5
949568,3470,5
41706,3470,5
1802849661,3470,5
198154,3470,5
149363,14111,5
593726,14111,4
173838,14111,5
55380,14111,4
168462,14111,4
1535,14111,5
354465,14111,5
92886,14111,4
56061,14111,5
45737,14111,3
111342,14111,5
204024,14111,5
477308,14111,4
222564,14111,5
933008,14111,5
185721,14111,5
147109,14111,5
447165,14111,5
407007,14111,5
324621,14111,5
1020416,14111,5
546010,14111,5
702607,14111,5
344087,14111,5
1056692,14111,5
244082,14111,5
688566,14111,4
573772,14111,5
81611,14111,5
1048179,14111,3
64667,14111,5
140132,14111,5
132383,14111,0
1623265,14111,5
8629,88290,5
386849,141789,5
167225,88290,4
155943,88290,5
219733,88290,3
85714,88290,5
152393,88290,5
340503,88290,4
198129,88290,5
123871,88290,5
465911,88290,4
156783,88290,5
447165,88290,5
110433,88290,5
373817,88290,5
442988,88290,5
428885,88290,5
461724,88290,5
135566,88290,5
242484,88290,4
620763,88290,5
142335,88290,5
240668,88290,4
844554,88290,5
628076,88290,4
359220,88290,5
168462,88290,5
320427,88290,5
93911,88290,5
30228,88290,5
187373,88290,5
280271,88290,5
126440,88290,5
164368,36984,5
153750,36984,5
178452,36984,5
23333,36984,5
934824,86868,5
28339,36984,5
130219,36984,5
222055,36984,0
76535,36984,4
309967,36984,5
328235,36984,5
194886,36984,4
229524,36984,5
81611,36984,5
559283,36984,5
59163,36984,5
679759,36984,4
51224,36984,5
60989,36984,5
206747,36984,4
847160,36984,5
355637,36984,5
369715,36984,5
373817,36984,5
55729,36984,0
587766,36984,5
109353,36984,5
539990,36984,5
222970,36984,5
47888,36984,5
1339655,36984,4
311003,36984,5
214855,36984,5
316717,36984,5
1244621,36984,5
439797,36984,5
440324,36984,5
790962,36984,5
673444,36984,4
393426,36984,5
203325,36984,5
593927,36984,5
909692,36984,5
140132,36984,5
632249,36984,5
906665,36984,4
362983,36984,5
207176,36984,5
191533,36984,4
291188,36984,5
2123645,36984,5
394077,36984,5
2156777,36984,5
794029,36984,5
115302,36984,5
68715,76294,5
69838,76294,5
10033,76294,5
89240,76294,5
56061,76294,5
88099,76294,3
28346,76294,5
129992,76294,5
42720,76294,5
184723,76294,5
57101,76294,5
171854,76294,5
176615,76294,5
187281,76294,5
135470,76294,4
36944,76294,4
71324,76294,4
21443,76294,4
217226,76294,5
219733,76294,3
68884,76294,4
125458,76294,5
168087,76294,3
191533,76294,4
291306,76294,4
216671,76294,5
345915,76294,5
80937,76294,0
80079,76294,5
68526,76294,0
317696,76294,4
185446,76294,4
426903,76294,5
600761,76294,4
129652,76294,3
402559,76294,5
620763,76294,5
155675,76294,5
764068,76294,5
589777,76294,5
114027,76294,5
814629,76294,5
145960,76294,5
501778,76294,5
534623,76294,5
187373,76294,4
39835,88453,5
101823,88453,5
29014,88453,5
149043,88453,5
52125,88453,5
121684,88453,5
89831,88453,5
176481,88453,4
147027,88453,5
128950,88453,4
330937,88453,4
185446,88453,4
431716,88453,4
160205,88453,5
148715,88453,5
93006,88453,4
674484,88453,5
353491,88453,4
684840,88453,4
281399,88453,5
649173,88453,5
362919,88453,5
369715,88453,5
187281,88453,5
235355,88453,4
542891,88453,5
66246,88453,5
985766,88453,5
457829,88453,5
286851,88453,5
470351,88453,5
1244621,88453,5
158086,88453,5
125388,88453,5
303446,88453,5
311926,88453,5
620763,88453,5
103876,88453,5
178452,88453,5
167782,88453,5
381047,88453,5
983811,88453,5
2426491,88453,5
653438,26076,5
124449,26076,5
4470,26076,5
5060,26076,5
72489,26076,5
125325,26076,5
192581,26076,5
53932,26076,5
148068,26076,5
66246,26076,5
227831,26076,5
55523,26076,5
173314,26076,0
82994,26076,5
730763,26076,5
191015,26076,5
92886,26076,4
591302,26076,5
538524,26076,5
269480,26076,5
144204,26076,5
37449,26076,5
146284,26076,5
440324,26076,5
56463,26076,5
333017,26076,3
140132,26076,4
386585,26076,5
546010,26076,5
1530179,26076,5
191533,26076,5
39835,102631,5
130663,102631,5
112411,102631,5
59163,102631,5
40620,102631,5
1122161,102631,5
125411,102631,5
394592,102631,5
894563,102631,3
76951,102631,5
1056692,102631,5
105471,14569,4
9869,14569,5
37449,14569,5
23333,14569,4
29956,14569,5
22655,14569,5
373817,14569,5
125773,14569,5
60260,14569,5
141293,14569,5
188119,14569,5
119552,14569,5
24386,14569,4
41984,14569,5
101823,14569,5
282215,14569,5
457829,14569,5
113894,14569,4
209603,14569,5
55578,14569,4
522275,14569,5
599284,14569,5
162826,14569,5
378710,14569,5
199020,14569,4
140132,14569,4
232463,14569,5
46357,14569,5
64583,14569,5
1122161,14569,5
1244621,14569,5
798181,14569,5
187373,14569,5
607820,14569,5
373018,14569,2
679953,14569,5
128723,14569,5
245017,14569,5
726534,14569,5
191533,14569,0
1800054678,14569,5
1179225,14569,5
18391,9004,5
41799,9004,4
55578,9004,4
58038,9004,3
140806,9004,5
120891,9004,5
43642,9004,4
57400,9004,5
11176,9004,5
145960,9004,5
241579,9004,5
29418,9004,3
74652,9004,5
53932,9004,5
39194,9004,5
54271,9004,5
83093,9004,5
9670,9004,5
203325,9004,5
207907,9004,5
269891,9004,5
198962,9004,5
64203,9004,5
199848,9004,5
309967,9004,5
104472,9004,5
227607,9004,5
119466,9004,4
278218,9004,5
57256,9004,5
220153,9004,5
51501,9004,3
212268,9004,2
335606,9004,3
380162,9004,2
157102,9004,4
282215,9004,5
486718,9004,5
442988,9004,5
394077,9004,4
233495,9004,4
946146,9004,4
818109,9004,5
8629,9004,2
185926,9004,5
740470,9004,4
841895,9004,5
370907,9004,5
355637,9004,4
440324,9004,5
168922,9004,4
382071,9004,5
653438,9004,5
66856,9004,2
167782,9004,5
2041603,9004,4
140132,9004,5
695933,9004,5
1657616,9004,5
437727,9004,5
672534,9004,5
166711,4861,5
284904,4861,5
319738,4861,3
55523,4861,5
122001,4861,5
187281,4861,5
302689,4861,5
353131,4861,5
400420,4861,5
185446,4861,5
283251,4861,5
1086570,4861,5
166642,4861,5
328048,4861,5
196038,4861,5
172410,4861,5
486648,4861,5
443633,4861,4
137854,4861,5
74904,4861,5
693345,4861,4
136997,216237,5
13063,15826,5
8688,15826,5
45999,15826,5
128693,15826,5
61660,15826,5
81611,15826,5
73836,15826,5
195750,15826,5
274866,15826,3
93006,15826,5
790962,15826,5
164182,15826,5
199198,15826,5
47723,15826,5
589394,15826,3
847160,15826,5
738454,15826,5
245017,15826,5
1220686,15826,5
501778,15826,5
298981,15826,5
673444,15826,4
789516,15826,5
329753,15826,5
173579,15826,5
67026,15826,0
1900301,15826,5
15851,45246,5
9670,45246,5
28649,45246,5
58619,45246,5
99624,45246,5
95263,45246,5
115621,45246,4
80778,45246,4
59686,45246,4
26512,45246,5
52607,45246,5
125808,45246,5
25063,45246,4
88378,45246,5
7108,45246,5
67243,45246,5
229850,45246,5
258285,45246,4
55578,45246,5
333545,45246,5
185446,45246,3
231054,45246,5
176615,45246,5
133933,45246,4
64642,45246,0
128447,45246,5
480195,45246,5
851190,45246,5
220433,45246,4
482933,45246,5
227978,45246,5
305531,45246,5
177085,37413,5
28455,37413,5
27643,37413,5
52427,37413,5
35526,37413,5
20480,37413,5
26041,37413,5
51292,37413,5
41706,37413,5
56670,37413,5
51011,37413,5
64682,37413,5
67103,37413,4
9869,37413,5
72489,37413,5
39835,37413,5
101823,37413,5
56251,37413,5
74736,37413,4
68460,37413,5
116401,37413,5
7108,37413,5
64203,37413,5
97895,37413,5
42720,37413,5
113509,37413,4
53368,37413,0
101376,37413,5
104472,37413,5
138799,37413,5
38218,37413,5
138686,37413,4
128950,37413,5
157425,37413,3
79636,37413,2
169969,37413,5
66983,37413,5
76001,37413,5
47559,37413,5
72386,37413,5
37036,37413,5
13483,37413,5
97901,37413,4
134875,37413,5
39194,37413,4
186802,37413,5
134011,37413,5
60992,37413,5
229619,37413,4
32058,37413,5
168922,37413,5
153866,37413,5
209942,37413,5
55882,37413,5
98016,37413,5
146552,37413,4
44383,37413,5
31261,37413,5
199708,37413,5
203325,37413,4
9579,37413,5
259154,37413,5
83642,37413,5
174991,37413,5
280271,37413,5
305187,37413,5
269331,37413,5
288351,37413,5
24565,37413,5
65720,37413,4
380547,37413,2
354465,37413,4
80937,37413,5
322381,37413,4
248292,37413,5
415204,37413,5
126418,37413,5
140132,37413,5
9717,37413,5
169130,37413,5
68715,37413,5
39311,37413,5
380162,37413,2
227607,37413,4
38574,37413,4
328235,37413,5
46660,37413,5
294705,37413,4
57437,37413,4
229524,37413,5
41894,37413,5
3288,37413,4
248023,37413,4
256795,37413,5
369715,37413,5
218535,37413,5
85528,37413,4
189616,37413,5
140787,37413,3
242484,37413,5
286851,37413,4
232669,37413,5
371738,37413,5
216671,37413,5
298447,37413,5
517198,37413,3
415934,37413,5
26313,37413,3
303446,37413,4
969481,37413,5
358796,37413,4
114882,37413,4
391048,37413,5
35488,37413,5
480970,37413,5
238113,37413,5
400420,37413,4
790231,37413,5
424008,37413,5
55729,37413,4
1027074,37413,5
199697,37413,4
457661,37413,5
389431,37413,3
954139,37413,4
168462,37413,5
91392,37413,3
111342,37413,5
992845,37413,4
55578,37413,4
164913,37413,4
103876,37413,4
50969,37413,5
784827,37413,5
195589,37413,5
847160,37413,4
789516,37413,4
70073,37413,5
202865,37413,5
135887,37413,4
173579,37413,5
37779,37413,5
537937,37413,5
531256,37413,5
894666,37413,5
59780,93886,5
182809,93886,5
52448,93886,5
164368,93886,5
222696,93886,5
56463,93886,5
282745,93886,5
49304,93886,5
251917,93886,5
537179,93886,5
262272,93886,5
144204,93886,4
350812,93886,5
353381,93886,5
613544,93886,5
164913,93886,5
241579,93886,5
230579,93886,5
30209,93886,4
344069,93886,5
347246,93886,5
727055,93886,5
195175,93886,5
339260,93886,5
23119,93886,5
1015482,93886,5
412847,93886,4
291188,93886,5
501778,93886,5
917568,93886,5
488441,93886,5
593513,93886,5
208984,93886,5
45737,93886,5
56112,93886,5
477308,93886,5
53002,93886,5
706608,93886,5
1516722,93886,5
1052873,93886,4
400708,93886,5
37636,102734,5
41809,102734,5
25455,102734,5
69927,102734,5
89831,102734,5
146310,102734,5
121185,102734,3
18391,102734,5
131126,102734,5
72386,102734,5
59780,102734,5
105601,102734,5
122993,102734,5
199708,102734,5
92385,102734,5
209983,102734,5
35140,102734,5
71324,102734,5
164368,102734,5
203823,102734,5
231507,102734,5
25941,102734,5
173838,102734,5
290107,102734,5
160974,102734,5
